Material,Ultimate tensile strength,Yield strength,Young's modulus,Shear modulus,Poisson's ratio,Density,Use
Steel 50Ch GOST 4543-71,1500,1300,207000,80000,0.29,7860,No
Steel 10G2 GOST 4543-71,430,250,204000,79000,0.29,7790,No
Steel 35G2 GOST 4543-71,630,370,204000,79000,0.29,7790,No
Steel 35G2 GOST 4543-71,800,650,204000,79000,0.29,7790,No
Steel 40G2 GOST 4543-71,670,390,212000,82000,0.29,7800,No
Steel 40G2 GOST 4543-71,1120,950,212000,82000,0.29,7800,No
Steel 45G2 GOST 4543-71,700,410,204000,79000,0.29,7810,No
Steel 45G2 GOST 4543-71,850,700,204000,79000,0.29,7810,No
Steel 33ChS GOST 4543-71,600,300,214000,83000,0.29,7640,No
Steel 33ChS GOST 4543-71,900,700,214000,83000,0.29,7640,No
Steel 38ChS GOST 4543-71,950,750,211000,82000,0.29,7640,No
Steel 30ChMA GOST 4543-71,930,735,208000,80000,0.3,7820,No
Steel 30ChM GOST 4543-71,950,750,208000,80000,0.3,7820,No
Steel 35ChM GOST 4543-71,930,835,213000,82000,0.3,7820,No
Steel 35ChM GOST 4543-71,1000,850,213000,82000,0.3,7820,No
Steel 35ChM GOST 4543-71,1600,1400,213000,82000,0.3,7820,No
Steel 18ChG GOST 4543-71,800,735,213000,82000,0.3,7820,No
Steel 18ChGT GOST 4543-71,700,430,211000,82000,0.29,7800,No
Steel 18ChGT GOST 4543-71,1000,800,211000,82000,0.29,7800,No
Steel 30ChGT GOST 4543-71,1250,1050,212000,82000,0.29,7800,No
Steel 30ChGT GOST 4543-71,1100,800,212000,82000,0.29,7800,No
Steel 20ChGSA GOST 4543-71,780,635,213000,82000,0.3,7760,No
Steel 20ChGSA GOST 4543-71,800,650,213000,82000,0.3,7760,No
Steel 20ChGNR GOST 4543-71,1300,1200,213000,82000,0.3,7800,No
Steel 20ChGNR GOST 4543-71,1450,1400,213000,82000,0.3,7800,No
Steel 40ChFA GOST 4543-71,900,750,215000,83000,0.3,7810,No
Steel 40ChFA GOST 4543-71,1600,1300,215000,83000,0.3,7810,No
Steel 30ChGS GOST 4543-71,1080,835,213000,82000,0.3,7850,No
Steel 20ChN GOST 4543-71,780,590,200000,77000,0.3,7850,No
Steel 40ChN GOST 4543-71,980,785,200000,77000,0.3,7850,No
Steel 40ChN GOST 4543-71,780,460,200000,77000,0.3,7850,No
Steel 40ChN GOST 4543-71,1200,1000,200000,77000,0.3,7850,No
Steel 45ChN GOST 4543-71,1030,835,200000,77000,0.3,7820,No
Steel 50ChN GOST 4543-71,1080,885,200000,77000,0.3,7860,No
Steel 30ChN3A GOST 4543-71,980,785,215000,83000,0.3,7850,No
Steel 12ChN2 GOST 4543-71,800,600,211000,82000,0.29,7880,No
Steel 12ChN2 GOST 4543-71,800,600,211000,82000,0.29,7880,No
Steel 12ChN3A GOST 4543-71,950,700,200000,77000,0.3,7850,No
Steel 12ChN3A GOST 4543-71,1000,850,200000,77000,0.3,7850,No
Steel 20Ch2N4A GOST 4543-71,680,450,203000,78000,0.3,7850,No
Steel 20Ch2N4A GOST 4543-71,1100,850,203000,78000,0.3,7850,No
Steel 20Ch2N4A GOST 4543-71,1300,1100,203000,78000,0.3,7850,No
Steel 30ChGS GOST 4543-71,600,360,213000,82000,0.3,7850,No
Steel 30ChGSA GOST 4543-71,1100,850,215000,83000,0.3,7850,No
Steel 30ChGSA GOST 4543-71,1500,1300,215000,83000,0.3,7850,No
Steel 38Ch210 GOST 4543-71,800,700,215000,83000,0.3,7850,No
Steel 38ChA GOST 4543-71,930,785,206000,80000,0.29,7860,No
Steel 38Ch2MJuA GOST 4543-71,980,835,206000,80000,0.3,7860,No
Steel 12MCh GOST 20072-74,410,235,212000,82000,0.29,7850,No
Steel 12Ch1MF GOST 20072-74,470,255,198000,77000,0.29,7800,No
Steel 20Ch1M1F1TR GOST 20072-74,780,665,200000,77000,0.3,7800,No
Steel 20Ch1M1F1BR GOST 20072-74,780,665,200000,77000,0.3,7800,No
Steel 25Ch1MF GOST 20072-74,880,735,213000,82000,0.3,7840,No
Steel 25Ch1MF GOST 20072-74,780,665,213000,82000,0.3,7840,No
Steel 18Ch3MV GOST 20072-74,640,440,200000,77000,0.3,7850,No
Steel 20Ch3MVF GOST 20072-74,880,735,207000,80000,0.29,7800,No
Steel 15Ch5 GOST 20072-74,390,165,215000,83000,0.3,7630,No
Steel 15Ch5M GOST 20072-74,390,215,211000,82000,0.29,7750,No
Steel 15Ch5VF GOST 20072-74,390,215,200000,77000,0.3,7850,No
Steel 12Ch8VF GOST 20072-74,390,165,200000,77000,0.3,7850,No
Steel 13Ch14N3V2FR GOST 5949-75,930,735,200000,77000,0.3,7850,No
Steel 13Ch14N3V2FR GOST 5949-75,1130,885,200000,77000,0.3,7850,No
Steel 10Ch11N23T3MR GOST 5949-75,880,590,200000,77000,0.3,8120,No
Steel 10Ch11N23T3MR GOST 5949-75,980,685,200000,77000,0.3,8120,No
Steel 12Ch18N10T GOST 5949-75,510,196,215000,83000,0.3,7630,No
Steel 12Ch18N9T GOST 5949-75,540,196,195000,75000,0.3,7900,No
Steel 12Ch18N12T GOST 5949-75,540,196,200000,77000,0.3,7850,No
Steel 12Ch25N16G7AR GOST 5949-75,690,325,216000,84000,0.29,7670,No
Steel 20 GOST 1577-93,475,230,206000,80000,0.29,7860,No
Steel 20 GOST 1577-93,450,210,206000,80000,0.29,7860,No
Steel 20 GOST 1577-93,625,350,206000,80000,0.29,7860,No
Steel 20 GOST 1577-93,575,300,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,495,260,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,495,240,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,475,220,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,625,370,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,575,320,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,540,280,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,540,250,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,520,230,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,675,400,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,625,350,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,575,300,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,575,300,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,575,270,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,555,245,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,705,430,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,675,370,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,625,320,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,625,320,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,625,290,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,605,260,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,725,460,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,705,400,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,675,350,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,675,340,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,675,305,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,655,275,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,775,500,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,725,430,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,705,370,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,710,355,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,710,320,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,690,290,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,825,520,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,775,460,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,725,400,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,750,370,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,750,330,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,730,300,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,875,550,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,825,500,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,775,430,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,785,380,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,785,340,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,755,310,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,925,580,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,875,520,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,825,450,206000,80000,0.29,7860,No
Steel 30Ch GOST 1577-93,925,650,206000,80000,0.29,7860,No
Steel 30Ch GOST 1577-93,825,550,206000,80000,0.29,7860,No
Steel 30Ch GOST 1577-93,725,410,206000,80000,0.29,7860,No
Steel 38ChA GOST 1577-93,1050,750,206000,80000,0.29,7860,No
Steel 38ChA GOST 1577-93,925,630,206000,80000,0.29,7860,No
Steel 38ChA GOST 1577-93,825,510,206000,80000,0.29,7860,No
Steel 40Ch GOST 1577-93,1100,800,206000,80000,0.29,7860,No
Steel 40Ch GOST 1577-93,1000,660,206000,80000,0.29,7860,No
Steel 40Ch GOST 1577-93,875,560,206000,80000,0.29,7860,No
Steel 15L GOST 977-88,392,196,200000,77000,0.3,7820,No
Steel 20L GOST 977-88,412,216,200000,77000,0.3,7820,No
Steel 25L GOST 977-88,441,235,205000,79000,0.3,7830,No
Steel 30L GOST 977-88,471,255,210000,81000,0.3,7810,No
Steel 35L GOST 977-88,491,275,212000,82000,0.29,7830,No
Steel 40L GOST 977-88,520,294,215000,83000,0.3,7810,No
Steel 45L GOST 977-88,540,314,215000,83000,0.3,7800,No
Steel 50L GOST 977-88,569,334,219000,85000,0.29,7820,No
Steel 20GL GOST 977-88,540,275,200000,77000,0.3,7820,No
Steel 35GL GOST 977-88,540,294,200000,77000,0.3,7820,No
Steel 35GL GOST 977-88,589,343,200000,77000,0.3,7820,No
Steel 20GSL GOST 977-88,540,294,200000,77000,0.3,7820,No
Steel 30GSL GOST 977-88,589,343,200000,77000,0.3,7820,No
Steel 30GSL GOST 977-88,638,392,200000,77000,0.3,7820,No
Steel 20G1FL GOST 977-88,510,314,200000,77000,0.3,7820,No
Steel 20FL GOST 977-88,491,294,200000,77000,0.3,7820,Yes
Steel 30ChGSFL GOST 977-88,589,392,200000,77000,0.3,7820,No
Steel 45FL GOST 977-88,589,392,200000,77000,0.3,7820,No
Steel 20ChML GOST 977-88,441,245,215000,83000,0.3,7800,No
Steel 20ChMFL GOST 977-88,491,275,200000,77000,0.3,7820,No
Steel 20GNMFL GOST 977-88,589,491,200000,77000,0.3,7820,No
Steel 35ChML GOST 977-88,589,392,215000,83000,0.3,7840,No
Steel 30ChNML GOST 977-88,687,540,200000,77000,0.3,7820,No
Steel 35ChGSL GOST 977-88,589,343,215000,83000,0.3,7800,No
Steel 35ChGSL GOST 977-88,785,589,215000,83000,0.3,7800,No
Steel 20DChL GOST 977-88,491,392,200000,77000,0.3,7820,No
Steel 08GDNFL GOST 977-88,441,343,212000,82000,0.29,7820,Yes
Steel 13ChNDFTL GOST 977-88,491,392,200000,77000,0.3,7820,No
Steel 12DN2FL GOST 977-88,638,540,200000,77000,0.3,7820,No
Steel 25L GOST 977-88,491,294,205000,79000,0.3,7830,Yes
Steel 30L GOST 977-88,491,294,205000,79000,0.3,7810,Yes
Steel 35L GOST 977-88,540,343,205000,79000,0.3,7830,No
Steel 40L GOST 977-88,540,343,205000,79000,0.3,7810,No
Steel 45L GOST 977-88,589,392,205000,79000,0.3,7800,No
Steel 50L GOST 977-88,736,392,205000,79000,0.3,7820,No
Steel 20GL GOST 977-88,530,334,205000,79000,0.3,7820,No
Steel 35GL GOST 977-88,589,343,200000,77000,0.3,7820,No
Steel 30GSL GOST 977-88,638,392,200000,77000,0.3,7820,No
Steel 30ChGSFL GOST 977-88,785,589,200000,77000,0.3,7820,No
Steel 30ChGSFL GOST 977-88,687,491,200000,77000,0.3,7820,No
Steel 45FL GOST 977-88,638,441,200000,77000,0.3,7820,No
Steel 32Ch06L GOST 977-88,638,491,205000,79000,0.3,7850,No
Steel 20GNMFL GOST 977-88,687,589,200000,77000,0.3,7820,No
Steel 35ChML GOST 977-88,687,540,205000,79000,0.3,7840,No
Steel 30ChNML GOST 977-88,785,638,205000,79000,0.3,7820,No
Steel 35ChGSL GOST 977-88,785,589,205000,79000,0.3,7800,No
Steel 35NGML GOST 977-88,736,589,200000,77000,0.3,7820,No
Steel 20DChL GOST 977-88,638,540,200000,77000,0.3,7820,No
Steel 12DN2FL GOST 977-88,785,638,200000,77000,0.3,7820,No
Steel 12DChN1MFL GOST 977-88,981,735,200000,77000,0.3,7820,No
Steel 23ChGS2MFL GOST 977-88,1275,1079,200000,77000,0.3,7820,No
Steel 12Ch7G3SL GOST 977-88,1324,1079,200000,77000,0.3,7820,No
Steel 25Ch2GNMFL1 GOST 977-88,638,491,200000,77000,0.3,7820,No
Steel 25Ch2GNMFL2 GOST 977-88,1275,1079,200000,77000,0.3,7820,No
Steel 27Ch5GSML GOST 977-88,1472,1177,200000,77000,0.3,7820,No
Steel 30Ch3S3GML GOST 977-88,1766,1472,200000,77000,0.3,7820,No
Steel 03N12Ch5M3TL GOST 977-88,1324,1275,200000,77000,0.3,7820,No
Steel 03N12Ch5M3TJuL GOST 977-88,1472,1422,200000,77000,0.3,7820,No
Steel 40ChL GOST 977-88,638,491,219000,85000,0.29,7840,No
Steel 50ChFA GOST 14959-79,1270,1080,206000,80000,0.3,7860,No
Steel 55S2 GOST 14959-79,1270,1175,206000,80000,0.3,7860,No
Steel 50ChGA GOST 14959-79,1270,1175,206000,80000,0.3,7860,No
Steel 50ChGFA GOST 14959-79,1420,1325,206000,80000,0.3,7860,No
Grey cast iron 10 GOST1412-85,100,50,90000,36000,0.25,6800,No
Grey cast iron 15 GOST1412-85,150,75,90000,36000,0.25,7000,No
Grey cast iron 18 GOST1412-85,180,90,95000,38000,0.25,7050,No
Grey cast iron 20 GOST1412-85,200,100,100000,40000,0.25,7100,No
Grey cast iron 21 GOST1412-85,210,105,100000,40000,0.25,7150,No
Grey cast iron 24 GOST1412-85,240,120,105000,42000,0.25,7200,No
Grey cast iron 25 GOST1412-85,250,125,110000,44000,0.25,7200,No
Grey cast iron 30 GOST1412-85,300,150,120000,48000,0.25,7300,No
Grey cast iron 35 GOST1412-85,350,175,125000,50000,0.25,7400,No
Nodular cast iron 35 GOST7293-85,350,220,170000,70000,0.21,7160,No
Nodular cast iron 40 GOST7293-85,400,250,170000,70000,0.21,7160,No
Nodular cast iron 45 GOST7293-85,450,310,170000,70000,0.21,7160,No
Nodular cast iron 50 GOST7293-85,500,320,170000,70000,0.21,7160,No
Nodular cast iron 60 GOST7293-85,600,370,180000,75000,0.2,7160,No
Nodular cast iron 70 GOST7293-85,700,420,180000,75000,0.2,7160,No
Nodular cast iron 80 GOST7293-85,800,480,180000,75000,0.2,7160,No
Nodular cast iron 100 GOST7293-85,1000,700,185000,77000,0.2,7160,No
Malleable cast iron 30-6,294,170,160000,64000,0.25,7160,No
Malleable cast iron 33-8,323,190,160000,64000,0.25,7160,No
Malleable cast iron 35-10,333,190,160000,64000,0.25,7160,No
Malleable cast iron 37-12,362,210,160000,64000,0.25,7160,No
Malleable cast iron 45-7,441,260,160000,64000,0.25,7160,No
Malleable cast iron 50-5,490,290,160000,64000,0.25,7160,No
Malleable cast iron 55-4,539,325,160000,64000,0.25,7160,No
Malleable cast iron 60-3,588,350,160000,64000,0.25,7160,No
Malleable cast iron 65-3,637,380,160000,64000,0.25,7160,No
Malleable cast iron 70-2,686,410,160000,64000,0.25,7160,No
Malleable cast iron 80-1.5,784,470,160000,64000,0.25,7160,No
Malleable cast iron 40,400,180,160000,64000,0.25,7160,No
NF 13MF4,360,240,206000,80000,0.3,7860,No
NF 35MF6,630,370,206000,80000,0.3,7860,No
NF XE,270,180,206000,80000,0.3,7860,No
NF ZE,270,240,206000,80000,0.3,7860,No
NF ZES,270,225,206000,80000,0.3,7860,No
NF A34-2,330,155,206000,80000,0.3,7860,No
NF A37CP,360,235,206000,80000,0.3,7860,No
NF A42CP,410,255,206000,80000,0.3,7860,No
NF E24-2,340,215,206000,80000,0.3,7860,No
NF E24-3,340,215,206000,80000,0.3,7860,No
NF E28-2,400,275,206000,80000,0.3,7860,No
NF E28-4,400,255,206000,80000,0.3,7860,No
NF A50-2,490,295,206000,80000,0.3,7860,Yes
NF E36-3,490,355,206000,80000,0.3,7860,Yes
NF E36-4,490,355,206000,80000,0.3,7860,Yes
NF A60-2,590,335,206000,80000,0.3,7860,No
NF A70-2,690,365,206000,80000,0.3,7860,No
NF XC10,490,350,206000,80000,0.3,7860,Yes
NF XC12,690,500,206000,80000,0.3,7860,No
NF XC18,440,270,206000,80000,0.3,7860,No
NF XC25,490,305,206000,80000,0.3,7860,Yes
NF XC32,570,365,206000,80000,0.3,7860,No
NF XC38H1,630,400,206000,80000,0.3,7860,No
NF XC42TS,670,430,206000,80000,0.3,7860,No
NF XC42H1,670,430,206000,80000,0.3,7860,No
NF XC48H1,710,460,206000,80000,0.3,7860,No
NF XC42TS,670,430,206000,80000,0.3,7860,No
NF XC55H1,750,490,206000,80000,0.3,7860,No
NF 52M4TS,710,410,206000,80000,0.3,7860,No
NF XC55H1,750,490,206000,80000,0.3,7860,No
NF A48CP,470,290,206000,80000,0.3,7860,Yes
NF 35M5,670,500,206000,80000,0.3,7860,No
NF 51S7,1500,1350,206000,80000,0.3,7860,No
NF 32C4,780,590,206000,80000,0.3,7860,No
NF 38C4,830,620,206000,80000,0.3,7860,No
NF 42C4,880,600,206000,80000,0.3,7860,No
NF 35CD4TS,880,715,206000,80000,0.3,7860,No
NF 42C4TS,880,685,206000,80000,0.3,7860,No
NF 16MC5,980,700,206000,80000,0.3,7860,No
NF 20MC5,1200,850,206000,80000,0.3,7860,No
NF 55C3,1370,1180,206000,80000,0.3,7860,No
NF 15D3,440,270,206000,80000,0.3,7860,No
NF 15CD405,450,295,206000,80000,0.3,7860,Yes
NF 25CD4,780,600,206000,80000,0.3,7860,No
NF 34CD4,880,700,206000,80000,0.3,7860,No
NF 42CD4,980,770,206000,80000,0.3,7860,No
NF 42CD4TS,980,815,206000,80000,0.3,7860,No
NF 50CV4,1320,1125,206000,80000,0.3,7860,No
NF 40CAD612,900,720,206000,80000,0.3,7860,No
NF 30CD12,1030,810,206000,80000,0.3,7860,No
NF 30CD12,980,770,206000,80000,0.3,7860,No
NF 16NC6,1100,800,206000,80000,0.3,7860,No
NF 18NCD6,1200,850,206000,80000,0.3,7860,No
NF 30CND8,1030,850,206000,80000,0.3,7860,No
NF Z6C13,420,225,206000,80000,0.3,7860,No
NF Z12C13,630,440,206000,80000,0.3,7860,No
NF Z20C13,730,540,206000,80000,0.3,7860,No
NF Z30C13,830,635,206000,80000,0.3,7860,No
NF Z8C17,440,245,206000,80000,0.3,7860,No
NF Z8CA7,440,240,206000,80000,0.3,7860,No
NF Z45CS9,900,700,206000,80000,0.3,7860,No
NF Z6CA13,420,225,206000,80000,0.3,7860,No
NF Z10C13,590,410,206000,80000,0.3,7860,No
NF Z85CDMV1802,1000,800,206000,80000,0.3,7860,No
NF Z6CN1809,510,195,206000,80000,0.3,7860,No
NF Z6CNT1810,510,205,206000,80000,0.3,7860,No
NF Z6CNT1812,510,205,206000,80000,0.3,7860,No
NF Z2CN1810,450,185,206000,80000,0.3,7860,No
NF Z15CN2413,540,240,206000,80000,0.3,7860,No
NF Z12NCS3516,590,240,206000,80000,0.3,7860,No
NF Z12CN2520,540,240,206000,80000,0.3,7860,No
NF Z12CNS2520,540,240,206000,80000,0.3,7860,No
NF Z15CN2413,540,240,206000,80000,0.3,7860,No
NF Z12CNS2520,540,240,206000,80000,0.3,7860,No
NF Z6CND1711,530,205,206000,80000,0.3,7860,No
NF Z6CNDT1712,490,216,206000,80000,0.3,7860,No
NF Z2CND1712,470,186,206000,80000,0.3,7860,No
NF Z2CND1713,480,195,206000,80000,0.3,7860,No
NF Z6CND1712,530,205,206000,80000,0.3,7860,No
NF Z52CMN2109,950,600,206000,80000,0.3,7860,No
Grey cast iron,150,150,85000,34000,0.25,7160,No
Grey cast iron,200,200,85000,34000,0.25,7160,No
Grey cast iron,250,250,85000,34000,0.25,7160,No
Grey cast iron,300,300,85000,34000,0.25,7160,No
Grey cast iron,350,350,85000,34000,0.25,7160,No
Nodular cast iron,500,320,169000,70000,0.2,7160,No
Nodular cast iron,600,370,169000,70000,0.2,7160,No
Nodular cast iron,700,420,169000,70000,0.2,7160,No
Nodular cast iron,800,480,169000,70000,0.2,7160,No
Malleable cast iron,400,180,160000,64000,0.27,7160,No
Malleable cast iron,500,260,160000,64000,0.27,7160,No
JIS SUM22,460,375,206000,80000,0.3,7860,No
JIS SS330,360,195,206000,80000,0.3,7860,No
JIS STKM13B,440,305,206000,80000,0.3,7860,Yes
JIS STKM12A,340,175,206000,80000,0.3,7860,No
JIS STKM12C,470,355,206000,80000,0.3,7860,Yes
JIS SS400,400,235,206000,80000,0.3,7860,No
JIS SS490,490,275,206000,80000,0.3,7860,No
JIS SM52OC,520,335,206000,80000,0.3,7860,No
JIS SM52OB,520,335,206000,80000,0.3,7860,No
JIS STKM16A,510,325,206000,80000,0.3,7860,No
JIS STKM16C,620,460,206000,80000,0.3,7860,No
JIS SM570,570,450,206000,80000,0.3,7860,No
JIS S10C,420,300,206000,80000,0.3,7860,Yes
JIS S15C,440,340,206000,80000,0.3,7860,Yes
JIS S22C,420,250,206000,80000,0.3,7860,No
JIS S25C,480,300,206000,80000,0.3,7860,Yes
JIS S30C,540,340,206000,80000,0.3,7860,No
JIS S35C,600,370,206000,80000,0.3,7860,No
JIS S40C,630,400,206000,80000,0.3,7860,No
JIS S45C,650,430,206000,80000,0.3,7860,No
JIS S50C,700,460,206000,80000,0.3,7860,No
JIS S55C,750,500,206000,80000,0.3,7860,No
JIS S58C,780,510,206000,80000,0.3,7860,No
JIS SMn433,700,490,206000,80000,0.3,7860,No
JIS SCr430,770,570,206000,80000,0.3,7860,No
JIS SCr435,800,600,206000,80000,0.3,7860,No
JIS SCr440,880,640,206000,80000,0.3,7860,No
JIS SMnC420,980,680,206000,80000,0.3,7860,No
JIS SUP9,1226,1079,206000,80000,0.3,7860,No
JIS SCM430,830,630,206000,80000,0.3,7860,No
JIS SCM435,880,660,206000,80000,0.3,7860,No
JIS SCM440,930,735,206000,80000,0.3,7860,No
JIS SCM445,860,680,206000,80000,0.3,7860,No
JIS SUP10,1226,1079,206000,80000,0.3,7860,No
JIS SNC815,930,680,206000,80000,0.3,7860,No
JIS SNCM815,1100,800,206000,80000,0.3,7860,No
JIS SNCM447,1100,900,206000,80000,0.3,7860,No
JIS SNCM630,1200,1000,206000,80000,0.3,7860,No
JIS SUS403,588,392,206000,80000,0.3,7860,No
JIS SUS405,412,177,206000,80000,0.3,7860,No
JIS SUS410,539,343,206000,80000,0.3,7860,No
JIS SUS420J1,637,441,206000,80000,0.3,7860,No
JIS SUS420J2,735,539,206000,80000,0.3,7860,No
JIS SUS430,430,205,206000,80000,0.3,7860,No
JIS SUS431,785,588,206000,80000,0.3,7860,No
JIS SUS304,520,205,206000,80000,0.3,7860,No
JIS SUS303,520,205,206000,80000,0.3,7860,No
JIS SUS316,520,205,206000,80000,0.3,7860,No
JIS SUS316L,480,175,206000,80000,0.3,7860,No
JIS SUS321,520,205,206000,80000,0.3,7860,No
JIS SUS304L,480,175,206000,80000,0.3,7860,No
JIS SUS3093,520,205,206000,80000,0.3,7860,No
JIS SUH1,930,685,206000,80000,0.3,7860,No
JIS SUH330,560,205,206000,80000,0.3,7860,No
JIS SUH310,590,205,206000,80000,0.3,7860,No
JIS SUH35,880,560,206000,80000,0.3,7860,No
Grey cast iron,150,150,85000,34000,0.25,7160,No
Grey cast iron,200,200,85000,34000,0.25,7160,No
Grey cast iron,250,250,85000,34000,0.25,7160,No
Grey cast iron,300,300,85000,34000,0.25,7160,No
Grey cast iron,350,350,85000,34000,0.25,7160,No
Nodular cast iron,500,320,169000,70000,0.2,7160,No
Nodular cast iron,600,370,169000,70000,0.2,7160,No
Nodular cast iron,700,420,169000,70000,0.2,7160,No
Nodular cast iron,800,480,169000,70000,0.2,7160,No
Malleable cast iron,400,180,160000,64000,0.27,7160,No
Malleable cast iron,500,260,160000,64000,0.27,7160,No
